disp(nameNet)
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_1A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|      94 |       51650 |       04:31:14 |       64.90% |       0.9899 |          0.0010 |
|      94 |       51700 |       04:31:30 |       67.22% |       0.9591 |          0.0010 |
|      94 |       51750 |       04:31:45 |       64.79% |       1.0240 |          0.0010 |
|      95 |       51800 |       04:32:01 |       71.02% |       0.8861 |          0.0010 |
|      95 |       51850 |       04:32:16 |       65.44% |       1.0264 |          0.0010 |
|      95 |       51900 |       04:32:32 |       67.58% |       0.9868 |          0.0010 |
|      95 |       51950 |       04:32:47 |       65.41% |       1.0149 |          0.0010 |
|      95 |       52000 |       04:33:03 |       66.91% |       0.9847 |          0.0010 |
|      95 |       52050 |       04:33:18 |       68.81% |       0.9599 |          0.0010 |
|      95 |       52100 |       04:33:33 |       66.71% |       0.9806 |          0.0010 |
|      95 |       52150 |       04:33:49 |       64.39% |       1.0388 |          0.0010 |
|      95 |       52200 |       04:34:05 |       66.83% |       0.9679 |          0.0010 |
|      95 |       52250 |       04:34:20 |       65.35% |       1.0370 |          0.0010 |
|      95 |       52300 |       04:34:35 |       66.46% |       1.0004 |          0.0010 |
|      96 |       52350 |       04:34:51 |       68.91% |       0.9437 |          0.0010 |
|      96 |       52400 |       04:35:07 |       68.19% |       0.9811 |          0.0010 |
|      96 |       52450 |       04:35:22 |       66.35% |       0.9954 |          0.0010 |
|      96 |       52500 |       04:35:38 |       65.24% |       1.0014 |          0.0010 |
|      96 |       52550 |       04:35:53 |       67.07% |       0.9597 |          0.0010 |
|      96 |       52600 |       04:36:08 |       67.00% |       0.9705 |          0.0010 |
|      96 |       52650 |       04:36:24 |       69.05% |       0.9408 |          0.0010 |
|      96 |       52700 |       04:36:39 |       69.95% |       0.8950 |          0.0010 |
|      96 |       52750 |       04:36:55 |       68.97% |       0.9286 |          0.0010 |
|      96 |       52800 |       04:37:10 |       70.31% |       0.8837 |          0.0010 |
|      96 |       52850 |       04:37:26 |       67.80% |       0.9565 |          0.0010 |
|      97 |       52900 |       04:37:41 |       68.05% |       0.9393 |          0.0010 |
|      97 |       52950 |       04:37:57 |       70.50% |       0.8998 |          0.0010 |
|      97 |       53000 |       04:38:12 |       67.97% |       0.9332 |          0.0010 |
|      97 |       53050 |       04:38:28 |       66.30% |       1.0129 |          0.0010 |
|      97 |       53100 |       04:38:43 |       65.26% |       1.0102 |          0.0010 |
|      97 |       53150 |       04:38:59 |       68.14% |       0.9797 |          0.0010 |
|      97 |       53200 |       04:39:14 |       66.12% |       1.0153 |          0.0010 |
|      97 |       53250 |       04:39:30 |       69.02% |       0.9415 |          0.0010 |
|      97 |       53300 |       04:39:45 |       67.22% |       0.9888 |          0.0010 |
|      97 |       53350 |       04:40:01 |       67.15% |       0.9738 |          0.0010 |
|      97 |       53400 |       04:40:16 |       65.41% |       1.0069 |          0.0010 |
|      98 |       53450 |       04:40:32 |       65.97% |       0.9825 |          0.0010 |
|      98 |       53500 |       04:40:47 |       66.21% |       0.9848 |          0.0010 |
|      98 |       53550 |       04:41:03 |       65.52% |       0.9987 |          0.0010 |
|      98 |       53600 |       04:41:21 |       71.06% |       0.8874 |          0.0010 |
|      98 |       53650 |       04:41:40 |       63.02% |       1.0792 |          0.0010 |
|      98 |       53700 |       04:41:56 |       65.81% |       1.0142 |          0.0010 |
|      98 |       53750 |       04:42:12 |       68.70% |       0.9571 |          0.0010 |
|      98 |       53800 |       04:42:27 |       66.07% |       0.9781 |          0.0010 |
|      98 |       53850 |       04:42:43 |       67.46% |       0.9904 |          0.0010 |
|      98 |       53900 |       04:42:58 |       68.67% |       0.9084 |          0.0010 |
|      98 |       53950 |       04:43:14 |       67.39% |       0.9769 |          0.0010 |
|      99 |       54000 |       04:43:29 |       66.17% |       1.0094 |          0.0010 |
|      99 |       54050 |       04:43:45 |       68.24% |       0.9551 |          0.0010 |
|      99 |       54100 |       04:44:00 |       70.79% |       0.8867 |          0.0010 |
|      99 |       54150 |       04:44:16 |       68.71% |       0.9263 |          0.0010 |
|      99 |       54200 |       04:44:31 |       62.66% |       1.0643 |          0.0010 |
|      99 |       54250 |       04:44:47 |       67.90% |       0.9475 |          0.0010 |
|      99 |       54300 |       04:45:02 |       69.12% |       0.9293 |          0.0010 |
|      99 |       54350 |       04:45:18 |       69.22% |       0.9282 |          0.0010 |
|      99 |       54400 |       04:45:33 |       66.97% |       0.9823 |          0.0010 |
|      99 |       54450 |       04:45:48 |       67.96% |       0.9388 |          0.0010 |
|      99 |       54500 |       04:46:04 |       64.49% |       1.0542 |          0.0010 |
|     100 |       54550 |       04:46:19 |       70.92% |       0.8733 |          0.0010 |
|     100 |       54600 |       04:46:35 |       66.21% |       0.9977 |          0.0010 |
|     100 |       54650 |       04:46:50 |       71.66% |       0.8691 |          0.0010 |
|     100 |       54700 |       04:47:06 |       67.21% |       0.9779 |          0.0010 |
|     100 |       54750 |       04:47:21 |       66.03% |       0.9849 |          0.0010 |
|     100 |       54800 |       04:47:36 |       69.38% |       0.9401 |          0.0010 |
|     100 |       54850 |       04:47:52 |       68.39% |       0.9431 |          0.0010 |
|     100 |       54900 |       04:48:08 |       68.12% |       0.9220 |          0.0010 |
|     100 |       54950 |       04:48:23 |       67.00% |       0.9630 |          0.0010 |
|     100 |       55000 |       04:48:38 |       68.01% |       0.9419 |          0.0010 |
|     100 |       55050 |       04:48:54 |       63.73% |       1.0548 |          0.0010 |
|     100 |       55100 |       04:49:10 |       67.66% |       0.9767 |          0.0010 |
|========================================================================================|
D:\OneDrive - City, University of London\Acad\Research\texture\Horiz_Vert_Diag\Network_Case_7A
Training on single CPU.
Initializing input data normalization.
|========================================================================================|
|  Epoch  |  Iteration  |  Time Elapsed  |  Mini-batch  |  Mini-batch  |  Base Learning  |
|         |             |   (hh:mm:ss)   |   Accuracy   |     Loss     |      Rate       |
|========================================================================================|
|       1 |           1 |       00:00:01 |        6.77% |       8.5345 |          0.0010 |
|       1 |          50 |       00:00:13 |        6.84% |       2.7725 |          0.0010 |
|       1 |         100 |       00:00:28 |        6.79% |       2.7704 |          0.0010 |
|       1 |         150 |       00:00:43 |        8.33% |       2.6949 |          0.0010 |
|       1 |         200 |       00:00:58 |       11.45% |       2.5651 |          0.0010 |
|       1 |         250 |       00:01:14 |       11.14% |       2.5641 |          0.0010 |
|       1 |         300 |       00:01:29 |       13.53% |       2.5143 |          0.0010 |
|       1 |         350 |       00:01:44 |       14.00% |       2.4523 |          0.0010 |
|       1 |         400 |       00:02:00 |       15.70% |       2.4804 |          0.0010 |
|       1 |         450 |       00:02:15 |       18.31% |       2.4168 |          0.0010 |
|       1 |         500 |       00:02:30 |       22.37% |       2.3205 |          0.0010 |
|       1 |         550 |       00:02:46 |       20.59% |       2.2299 |          0.0010 |
|       2 |         600 |       00:03:01 |       24.01% |       2.1508 |          0.0010 |
|       2 |         650 |       00:03:16 |       27.98% |       2.0745 |          0.0010 |
|       2 |         700 |       00:03:32 |       31.64% |       2.0047 |          0.0010 |
|       2 |         750 |       00:03:50 |       29.78% |       2.0375 |          0.0010 |
|       2 |         800 |       00:04:09 |       31.22% |       1.9550 |          0.0010 |
|       2 |         850 |       00:04:26 |       33.15% |       1.9224 |          0.0010 |
|       2 |         900 |       00:04:42 |       34.18% |       1.9268 |          0.0010 |
|       2 |         950 |       00:04:57 |       33.24% |       1.9396 |          0.0010 |
|       2 |        1000 |       00:05:12 |       32.82% |       1.8883 |          0.0010 |
|       2 |        1050 |       00:05:28 |       33.26% |       1.9371 |          0.0010 |
|       2 |        1100 |       00:05:43 |       33.01% |       1.9362 |          0.0010 |
|       3 |        1150 |       00:05:59 |       31.86% |       1.9181 |          0.0010 |
|       3 |        1200 |       00:06:14 |       35.14% |       1.8802 |          0.0010 |
|       3 |        1250 |       00:06:30 |       37.04% |       1.8557 |          0.0010 |
|       3 |        1300 |       00:06:45 |       37.88% |       1.8329 |          0.0010 |
|       3 |        1350 |       00:07:00 |       38.10% |       1.7866 |          0.0010 |
|       3 |        1400 |       00:07:16 |       42.24% |       1.7135 |          0.0010 |
|       3 |        1450 |       00:07:31 |       40.02% |       1.7662 |          0.0010 |
|       3 |        1500 |       00:07:47 |       37.31% |       1.8425 |          0.0010 |
|       3 |        1550 |       00:08:02 |       33.59% |       1.8792 |          0.0010 |
|       3 |        1600 |       00:08:17 |       35.18% |       1.8560 |          0.0010 |
|       3 |        1650 |       00:08:33 |       36.29% |       1.8608 |          0.0010 |
|       4 |        1700 |       00:08:48 |       38.96% |       1.8152 |          0.0010 |
|       4 |        1750 |       00:09:04 |       40.42% |       1.7431 |          0.0010 |
|       4 |        1800 |       00:09:19 |       40.06% |       1.7499 |          0.0010 |
|       4 |        1850 |       00:09:35 |       38.70% |       1.7995 |          0.0010 |
|       4 |        1900 |       00:09:50 |       39.07% |       1.7835 |          0.0010 |
|       4 |        1950 |       00:10:05 |       38.50% |       1.8023 |          0.0010 |
|       4 |        2000 |       00:10:21 |       39.76% |       1.7796 |          0.0010 |
|       4 |        2050 |       00:10:36 |       36.93% |       1.8452 |          0.0010 |
|       4 |        2100 |       00:10:52 |       39.25% |       1.7525 |          0.0010 |
|       4 |        2150 |       00:11:07 |       40.05% |       1.7507 |          0.0010 |
|       4 |        2200 |       00:11:23 |       39.46% |       1.7671 |          0.0010 |
|       5 |        2250 |       00:11:38 |       39.82% |       1.7413 |          0.0010 |
|       5 |        2300 |       00:11:54 |       37.60% |       1.7861 |          0.0010 |
|       5 |        2350 |       00:12:09 |       36.30% |       1.7956 |          0.0010 |
|       5 |        2400 |       00:12:24 |       39.78% |       1.7567 |          0.0010 |
|       5 |        2450 |       00:12:40 |       41.33% |       1.7013 |          0.0010 |
|       5 |        2500 |       00:12:55 |       37.38% |       1.7894 |          0.0010 |
|       5 |        2550 |       00:13:11 |       40.02% |       1.7533 |          0.0010 |
|       5 |        2600 |       00:13:26 |       39.63% |       1.7550 |          0.0010 |
|       5 |        2650 |       00:13:42 |       37.99% |       1.7445 |          0.0010 |
|       5 |        2700 |       00:13:57 |       39.37% |       1.7643 |          0.0010 |
|       5 |        2750 |       00:14:13 |       43.68% |       1.6687 |          0.0010 |
|       6 |        2800 |       00:14:28 |       39.22% |       1.6907 |          0.0010 |
|       6 |        2850 |       00:14:43 |       42.44% |       1.6510 |          0.0010 |
|       6 |        2900 |       00:14:59 |       41.20% |       1.6583 |          0.0010 |
|       6 |        2950 |       00:15:14 |       40.66% |       1.6847 |          0.0010 |
|       6 |        3000 |       00:15:30 |       40.69% |       1.7147 |          0.0010 |
|       6 |        3050 |       00:15:45 |       40.63% |       1.7204 |          0.0010 |
|       6 |        3100 |       00:16:01 |       40.05% |       1.7183 |          0.0010 |
|       6 |        3150 |       00:16:16 |       39.80% |       1.7075 |          0.0010 |
|       6 |        3200 |       00:16:32 |       36.96% |       1.8083 |          0.0010 |
